Instance,Method,Profit,Weight,NumItems,Time,Feasible
3I4,HillClimbing,1037,857,18,0.002193,Yes
3I4,VND,1346,1186,16,0.006312,Yes
3I5,GRASP_Inicial,826,646,18,0.053122,Yes
3I5,HillClimbing,1334,1154,18,0.005328,Yes
3I5,VND,1341,1171,17,0.007982,Yes
4I1,GRASP_Inicial,467,337,13,0.037606,Yes
4I1,HillClimbing,1156,1026,13,0.004410,Yes
4I1,VND,1067,917,15,0.003130,Yes
4I2,GRASP_Inicial,408,298,11,0.034287,Yes
4I2,HillClimbing,955,845,11,0.003229,Yes
4I2,VND,1004,874,13,0.003233,Yes
4I3,GRASP_Inicial,413,303,11,0.027306,Yes
4I3,HillClimbing,936,826,11,0.002259,Yes
4I3,VND,976,846,13,0.003570,Yes
4I4,GRASP_Inicial,534,404,13,0.035070,Yes
4I4,HillClimbing,878,748,13,0.002485,Yes
4I4,VND,1063,923,14,0.005090,Yes
4I5,GRASP_Inicial,406,286,12,0.032402,Yes
4I5,HillClimbing,996,876,12,0.003336,Yes
4I5,VND,1060,920,14,0.005026,Yes
5I1,GRASP_Inicial,3103,2303,80,2.237486,Yes
5I1,HillClimbing,6963,6163,80,2.000459,Yes
5I1,VND,6581,5691,89,2.130641,Yes
5I2,GRASP_Inicial,3501,2661,84,2.311464,Yes
5I2,HillClimbing,7087,6247,84,1.905587,Yes
5I2,VND,6432,5512,92,2.483847,Yes
5I3,GRASP_Inicial,3322,2512,81,2.170100,Yes
5I3,HillClimbing,6810,6000,81,1.687936,Yes
5I3,VND,6881,5971,91,2.349891,Yes
5I4,GRASP_Inicial,3525,2645,88,2.294658,Yes
5I4,HillClimbing,7113,6233,88,2.003515,Yes
5I4,VND,7178,6228,95,1.979895,Yes
5I5,GRASP_Inicial,3312,2492,82,2.110726,Yes
5I5,HillClimbing,6968,6148,82,2.180088,Yes
5I5,VND,6463,5543,92,2.004289,Yes
6I1,GRASP_Inicial,2852,2122,73,1.686131,Yes
6I1,HillClimbing,5298,4568,73,0.948223,Yes
6I1,VND,5896,5066,83,1.442746,Yes
6I2,GRASP_Inicial,2727,2017,71,1.647096,Yes
6I2,HillClimbing,5812,5102,71,1.156253,Yes
6I2,VND,6126,5356,77,1.561508,Yes
6I3,GRASP_Inicial,3174,2444,73,1.690471,Yes
6I3,HillClimbing,5725,4995,73,1.083552,Yes
6I3,VND,5907,5117,79,1.509484,Yes
6I4,GRASP_Inicial,2837,2107,73,1.609191,Yes
6I4,HillClimbing,5776,5046,73,1.020013,Yes
6I4,VND,5922,5132,79,1.063777,Yes
6I5,GRASP_Inicial,3180,2460,72,1.610484,Yes
6I5,HillClimbing,6039,5319,72,1.142508,Yes
6I5,VND,6611,5781,83,1.582958,Yes
7I1,GRASP_Inicial,2845,2175,67,1.442787,Yes
7I1,HillClimbing,5639,4969,67,1.022544,Yes
7I1,VND,5375,4655,72,1.524132,Yes
7I2,GRASP_Inicial,2494,1854,64,1.322375,Yes
7I2,HillClimbing,5463,4823,64,1.097786,Yes
7I2,VND,5125,4435,69,1.289742,Yes
7I3,GRASP_Inicial,2291,1661,63,1.264637,Yes
7I3,HillClimbing,4952,4322,63,0.864568,Yes
7I3,VND,5292,4622,67,1.167778,Yes
7I4,GRASP_Inicial,2455,1765,69,1.404160,Yes
7I4,HillClimbing,5229,4539,69,0.990403,Yes
7I4,VND,5379,4649,73,1.302530,Yes
7I5,GRASP_Inicial,2711,2071,64,1.273798,Yes
7I5,HillClimbing,5096,4456,64,0.828192,Yes
7I5,VND,5231,4521,71,1.022159,Yes
8I1,GRASP_Inicial,2386,1776,61,1.173229,Yes
8I1,HillClimbing,4369,3759,61,0.489157,Yes
8I1,VND,4805,4155,65,0.797772,Yes
8I2,GRASP_Inicial,2291,1691,60,1.164669,Yes
8I2,HillClimbing,4404,3804,60,0.485835,Yes
8I2,VND,4245,3625,62,0.760501,Yes
8I3,GRASP_Inicial,2151,1571,58,1.128272,Yes
8I3,HillClimbing,4695,4115,58,0.683254,Yes
8I3,VND,4586,3956,63,0.658815,Yes
8I4,GRASP_Inicial,2100,1510,59,0.988104,Yes
8I4,HillClimbing,4765,4175,59,0.772032,Yes
8I4,VND,4417,3797,62,0.900219,Yes
8I5,GRASP_Inicial,2160,1580,58,1.031519,Yes
8I5,HillClimbing,5101,4521,58,1.045750,Yes
8I5,VND,5164,4534,63,0.933043,Yes
9I1,GRASP_Inicial,2181,1621,56,0.907928,Yes
9I1,HillClimbing,4178,3618,56,0.407000,Yes
9I1,VND,4401,3821,58,0.526202,Yes
9I2,GRASP_Inicial,2265,1705,56,0.991062,Yes
9I2,HillClimbing,4017,3457,56,0.431250,Yes
9I2,VND,4155,3565,59,0.730587,Yes
9I3,GRASP_Inicial,2143,1603,54,0.908729,Yes
9I3,HillClimbing,4408,3868,54,0.545528,Yes
9I3,VND,4121,3511,61,0.420174,Yes
9I4,GRASP_Inicial,1870,1380,49,0.858547,Yes
9I4,HillClimbing,4580,4090,49,0.517990,Yes
9I4,VND,4412,3852,56,0.516537,Yes
9I5,GRASP_Inicial,2051,1521,53,0.889825,Yes
9I5,HillClimbing,4304,3774,53,0.516336,Yes
9I5,VND,4641,4061,58,0.753792,Yes
11I1.txt,GRASP_Inicial,15604,14494,111,8.208893,Yes
11I1.txt,HillClimbing,32155,31045,111,6.740710,Yes
11I1.txt,VND,32471,31271,120,10.765002,Yes
11I2.txt,GRASP_Inicial,15712,14632,108,7.945620,Yes
11I2.txt,HillClimbing,33529,32449,108,6.731161,Yes
11I2.txt,VND,34033,32863,117,8.837053,Yes
11I3.txt,GRASP_Inicial,16181,15051,113,8.381501,Yes
11I3.txt,HillClimbing,28792,27662,113,5.601287,Yes
11I3.txt,VND,31931,30781,115,11.431446,Yes
11I4.txt,GRASP_Inicial,16653,15533,112,8.431129,Yes
11I4.txt,HillClimbing,30868,29748,112,5.966182,Yes
11I4.txt,VND,32757,31547,121,9.527341,Yes
11I5.txt,GRASP_Inicial,17310,16210,110,8.707661,Yes
11I5.txt,HillClimbing,34479,33379,110,6.816206,Yes
11I5.txt,VND,34925,33735,119,12.886236,Yes
12I1.txt,GRASP_Inicial,8268,7628,64,2.888764,Yes
12I1.txt,HillClimbing,19767,19127,64,2.134040,Yes
12I1.txt,VND,19370,18720,65,2.184345,Yes
12I2.txt,GRASP_Inicial,8364,7724,64,2.743258,Yes
12I2.txt,HillClimbing,18911,18271,64,1.432468,Yes
12I2.txt,VND,19405,18715,69,1.821955,Yes
12I3.txt,GRASP_Inicial,8121,7471,65,2.884484,Yes
12I3.txt,HillClimbing,20058,19408,65,1.823948,Yes
12I3.txt,VND,18564,17874,69,1.752334,Yes
12I4.txt,GRASP_Inicial,8467,7867,60,2.816742,Yes
12I4.txt,HillClimbing,21342,20742,60,1.947989,Yes
12I4.txt,VND,18667,17997,67,1.224572,Yes
12I5.txt,GRASP_Inicial,8699,8079,62,2.786721,Yes
12I5.txt,HillClimbing,18094,17474,62,1.267837,Yes
12I5.txt,VND,19497,18787,71,1.949432,Yes
13I1.txt,GRASP_Inicial,5907,5437,47,1.447014,Yes
13I1.txt,HillClimbing,11623,11153,47,0.403745,Yes
13I1.txt,VND,13031,12571,46,0.760431,Yes
13I2.txt,GRASP_Inicial,6651,6201,45,1.530522,Yes
13I2.txt,HillClimbing,14759,14309,45,0.622341,Yes
13I2.txt,VND,14198,13698,50,0.618806,Yes
13I3.txt,GRASP_Inicial,5864,5414,45,1.460118,Yes
13I3.txt,HillClimbing,14213,13763,45,0.550710,Yes
13I3.txt,VND,14067,13597,47,0.596638,Yes
13I4.txt,GRASP_Inicial,5929,5469,46,1.450258,Yes
13I4.txt,HillClimbing,13924,13464,46,0.563806,Yes
13I4.txt,VND,13123,12603,52,0.525355,Yes
13I5.txt,GRASP_Inicial,5810,5330,48,1.368982,Yes
13I5.txt,HillClimbing,9828,9348,48,0.321084,Yes
13I5.txt,VND,13581,13101,48,0.966351,Yes
14I1.txt,GRASP_Inicial,4392,4022,37,0.947458,Yes
14I1.txt,HillClimbing,7754,7384,37,0.127591,Yes
14I1.txt,VND,11225,10845,38,0.535638,Yes
14I2.txt,GRASP_Inicial,4620,4270,35,0.973855,Yes
14I2.txt,HillClimbing,10971,10621,35,0.327771,Yes
14I2.txt,VND,11740,11380,36,0.422760,Yes
14I3.txt,GRASP_Inicial,4755,4395,36,0.944729,Yes
14I3.txt,HillClimbing,9425,9065,36,0.220981,Yes
14I3.txt,VND,10635,10285,35,0.332962,Yes
14I4.txt,GRASP_Inicial,4432,4092,34,0.941671,Yes
14I4.txt,HillClimbing,9630,9290,34,0.162081,Yes
14I4.txt,VND,11559,11189,37,0.311656,Yes
14I5.txt,GRASP_Inicial,4435,4095,34,0.934073,Yes
14I5.txt,HillClimbing,8051,7711,34,0.155079,Yes
14I5.txt,VND,10538,10178,36,0.294183,Yes
15I1.txt,GRASP_Inicial,3294,3004,29,0.628376,Yes
15I1.txt,HillClimbing,9682,9392,29,0.199836,Yes
15I1.txt,VND,7857,7547,31,0.149524,Yes
15I2.txt,GRASP_Inicial,3432,3152,28,0.666620,Yes
15I2.txt,HillClimbing,8590,8310,28,0.128698,Yes
15I2.txt,VND,8589,8269,32,0.139772,Yes
15I3.txt,GRASP_Inicial,3948,3648,30,0.660527,Yes
15I3.txt,HillClimbing,5981,5681,30,0.066367,Yes
15I3.txt,VND,8831,8531,30,0.227410,Yes
15I4.txt,GRASP_Inicial,3945,3625,32,0.678571,Yes
15I4.txt,HillClimbing,5707,5387,32,0.045602,Yes
15I4.txt,VND,9238,8928,31,0.297182,Yes
15I5.txt,GRASP_Inicial,3737,3447,29,0.626445,Yes
15I5.txt,HillClimbing,8499,8209,29,0.128191,Yes
15I5.txt,VND,9363,9053,31,0.171542,Yes
16I1.txt,GRASP_Inicial,15419,14289,113,12.779592,Yes
16I1.txt,HillClimbing,33911,32781,113,11.211990,Yes
16I1.txt,VND,33656,32376,128,17.200852,Yes
16I2.txt,GRASP_Inicial,16807,15647,116,12.722761,Yes
16I2.txt,HillClimbing,36044,34884,116,11.669340,Yes
16I2.txt,VND,36693,35373,132,17.077908,Yes
16I3.txt,GRASP_Inicial,16274,15084,119,13.262112,Yes
16I3.txt,HillClimbing,36264,35074,119,12.688257,Yes
16I3.txt,VND,38259,36989,127,28.082286,Yes
16I4.txt,GRASP_Inicial,16807,15617,119,13.108644,Yes
16I4.txt,HillClimbing,33825,32635,119,10.110844,Yes
16I4.txt,VND,35707,34407,130,18.149693,Yes
16I5.txt,GRASP_Inicial,13845,12705,114,12.998000,Yes
16I5.txt,HillClimbing,34852,33712,114,11.521405,Yes
16I5.txt,VND,36014,34704,131,21.351339,Yes
17I1.txt,GRASP_Inicial,8564,7884,68,4.131611,Yes
17I1.txt,HillClimbing,20470,19790,68,2.225079,Yes
17I1.txt,VND,20095,19345,75,3.263455,Yes
17I2.txt,GRASP_Inicial,6981,6341,64,4.103590,Yes
17I2.txt,HillClimbing,20423,19783,64,2.353679,Yes
17I2.txt,VND,20720,20030,69,4.925325,Yes
17I3.txt,GRASP_Inicial,8715,8015,70,4.576793,Yes
17I3.txt,HillClimbing,20723,20023,70,2.578051,Yes
17I3.txt,VND,18793,18043,75,2.722693,Yes
17I4.txt,GRASP_Inicial,9438,8708,73,4.300306,Yes
17I4.txt,HillClimbing,18001,17271,73,1.536164,Yes
17I4.txt,VND,20010,19320,69,4.281111,Yes
17I5.txt,GRASP_Inicial,8006,7356,65,4.252812,Yes
17I5.txt,HillClimbing,20652,20002,65,2.714385,Yes
17I5.txt,VND,19892,19152,74,3.263804,Yes
18I1.txt,GRASP_Inicial,5459,4979,48,2.268803,Yes
18I1.txt,HillClimbing,14420,13940,48,0.928016,Yes
18I1.txt,VND,14660,14110,55,1.041128,Yes
18I2.txt,GRASP_Inicial,5488,4998,49,2.169774,Yes
18I2.txt,HillClimbing,14023,13533,49,1.016863,Yes
18I2.txt,VND,15946,15436,51,1.630147,Yes
18I3.txt,GRASP_Inicial,5708,5228,48,2.233412,Yes
18I3.txt,HillClimbing,16178,15698,48,1.278434,Yes
18I3.txt,VND,15538,15018,52,1.629294,Yes
18I4.txt,GRASP_Inicial,6084,5584,50,2.188075,Yes
18I4.txt,HillClimbing,12352,11852,50,0.553247,Yes
18I4.txt,VND,14530,14040,49,1.499296,Yes
18I5.txt,GRASP_Inicial,6030,5570,46,2.130837,Yes
18I5.txt,HillClimbing,13863,13403,46,0.716064,Yes
18I5.txt,VND,15059,14519,54,0.964297,Yes
19I1.txt,GRASP_Inicial,4039,3679,36,1.346836,Yes
19I1.txt,HillClimbing,10133,9773,36,0.328478,Yes
19I1.txt,VND,11121,10711,41,0.425359,Yes
19I2.txt,GRASP_Inicial,4600,4250,35,1.338403,Yes
19I2.txt,HillClimbing,12600,12250,35,0.474517,Yes
19I2.txt,VND,11300,10930,37,0.359340,Yes
19I3.txt,GRASP_Inicial,4476,4116,36,1.400840,Yes
19I3.txt,HillClimbing,10931,10571,36,0.353934,Yes
19I3.txt,VND,10992,10582,41,0.464629,Yes
19I4.txt,GRASP_Inicial,4371,4021,35,1.393385,Yes
19I4.txt,HillClimbing,12129,11779,35,0.420791,Yes
19I4.txt,VND,11474,11074,40,0.463821,Yes
19I5.txt,GRASP_Inicial,4949,4569,38,1.406225,Yes
19I5.txt,HillClimbing,10412,10032,38,0.319256,Yes
19I5.txt,VND,10286,9866,42,0.362614,Yes
20I1.txt,GRASP_Inicial,3444,3144,30,0.921069,Yes
20I1.txt,HillClimbing,5995,5695,30,0.100793,Yes
20I1.txt,VND,7778,7468,31,0.233161,Yes
20I2.txt,GRASP_Inicial,3840,3530,31,0.945184,Yes
20I2.txt,HillClimbing,8648,8338,31,0.225556,Yes
20I2.txt,VND,9976,9666,31,0.439336,Yes
20I3.txt,GRASP_Inicial,3990,3700,29,0.957753,Yes
20I3.txt,HillClimbing,9290,9000,29,0.231327,Yes
20I3.txt,VND,8946,8636,31,0.245703,Yes
20I4.txt,GRASP_Inicial,3659,3339,32,0.909868,Yes
20I4.txt,HillClimbing,6967,6647,32,0.139007,Yes
20I4.txt,VND,9265,8945,32,0.329129,Yes
20I5.txt,GRASP_Inicial,3444,3154,29,0.948904,Yes
20I5.txt,HillClimbing,9362,9072,29,0.274407,Yes
20I5.txt,VND,9523,9193,33,0.338217,Yes
