Instance,Method,Profit,Weight,NumItems,Time,Feasible
4I1,GRASP_Inicial,467,337,13,0.036429,Yes
4I1,HillClimbing,1156,1026,13,0.004723,Yes
4I1,VND,1067,917,15,0.003136,Yes
4I2,GRASP_Inicial,408,298,11,0.034218,Yes
4I2,HillClimbing,955,845,11,0.003413,Yes
4I2,VND,1004,874,13,0.003225,Yes
4I3,GRASP_Inicial,413,303,11,0.027987,Yes
4I3,HillClimbing,936,826,11,0.002334,Yes
4I3,VND,976,846,13,0.003566,Yes
4I4,GRASP_Inicial,534,404,13,0.034588,Yes
4I4,HillClimbing,878,748,13,0.002753,Yes
4I4,VND,1063,923,14,0.005218,Yes
4I5,GRASP_Inicial,406,286,12,0.032764,Yes
4I5,HillClimbing,996,876,12,0.003587,Yes
4I5,VND,1060,920,14,0.005174,Yes
5I1,GRASP_Inicial,3103,2303,80,2.217663,Yes
5I1,HillClimbing,6963,6163,80,2.100082,Yes
5I1,VND,6581,5691,89,2.200949,Yes
5I2,GRASP_Inicial,3501,2661,84,2.320061,Yes
5I2,HillClimbing,7087,6247,84,2.026654,Yes
5I2,VND,6432,5512,92,2.623259,Yes
5I3,GRASP_Inicial,3322,2512,81,2.157056,Yes
5I3,HillClimbing,6810,6000,81,1.812142,Yes
5I3,VND,6881,5971,91,2.459875,Yes
5I4,GRASP_Inicial,3525,2645,88,2.315319,Yes
5I4,HillClimbing,7113,6233,88,2.124681,Yes
5I4,VND,7178,6228,95,2.029501,Yes
5I5,GRASP_Inicial,3312,2492,82,2.125011,Yes
5I5,HillClimbing,6968,6148,82,2.349715,Yes
5I5,VND,6463,5543,92,2.087183,Yes
6I1,GRASP_Inicial,2852,2122,73,1.684116,Yes
6I1,HillClimbing,5298,4568,73,1.011501,Yes
6I1,VND,5896,5066,83,1.475328,Yes
6I2,GRASP_Inicial,2727,2017,71,1.651735,Yes
6I2,HillClimbing,5812,5102,71,1.194050,Yes
6I2,VND,6126,5356,77,1.588067,Yes
6I3,GRASP_Inicial,3174,2444,73,1.702424,Yes
6I3,HillClimbing,5725,4995,73,1.178567,Yes
6I3,VND,5907,5117,79,1.586142,Yes
6I4,GRASP_Inicial,2837,2107,73,1.613273,Yes
6I4,HillClimbing,5776,5046,73,1.119069,Yes
6I4,VND,5922,5132,79,1.086064,Yes
6I5,GRASP_Inicial,3180,2460,72,1.626886,Yes
6I5,HillClimbing,6039,5319,72,1.221712,Yes
6I5,VND,6611,5781,83,1.612910,Yes
7I1,GRASP_Inicial,2845,2175,67,1.435704,Yes
7I1,HillClimbing,5639,4969,67,1.083454,Yes
7I1,VND,5375,4655,72,1.596761,Yes
7I2,GRASP_Inicial,2494,1854,64,1.305970,Yes
7I2,HillClimbing,5463,4823,64,1.160931,Yes
7I2,VND,5125,4435,69,1.344147,Yes
7I3,GRASP_Inicial,2291,1661,63,1.266033,Yes
7I3,HillClimbing,4952,4322,63,0.911198,Yes
7I3,VND,5292,4622,67,1.225581,Yes
7I4,GRASP_Inicial,2455,1765,69,1.412012,Yes
7I4,HillClimbing,5229,4539,69,1.092876,Yes
7I4,VND,5379,4649,73,1.391317,Yes
7I5,GRASP_Inicial,2711,2071,64,1.274158,Yes
7I5,HillClimbing,5096,4456,64,0.914360,Yes
7I5,VND,5231,4521,71,1.052182,Yes
8I1,GRASP_Inicial,2386,1776,61,1.190116,Yes
8I1,HillClimbing,4369,3759,61,0.526167,Yes
8I1,VND,4805,4155,65,0.822081,Yes
8I2,GRASP_Inicial,2291,1691,60,1.146637,Yes
8I2,HillClimbing,4404,3804,60,0.521886,Yes
8I2,VND,4245,3625,62,0.800493,Yes
8I3,GRASP_Inicial,2151,1571,58,1.124343,Yes
8I3,HillClimbing,4695,4115,58,0.725799,Yes
8I3,VND,4586,3956,63,0.670903,Yes
8I4,GRASP_Inicial,2100,1510,59,0.962702,Yes
8I4,HillClimbing,4765,4175,59,0.810808,Yes
8I4,VND,4417,3797,62,0.960731,Yes
8I5,GRASP_Inicial,2160,1580,58,1.017193,Yes
8I5,HillClimbing,5101,4521,58,1.100339,Yes
8I5,VND,5164,4534,63,0.942255,Yes
9I1,GRASP_Inicial,2181,1621,56,0.895875,Yes
9I1,HillClimbing,4178,3618,56,0.438510,Yes
9I1,VND,4401,3821,58,0.539240,Yes
9I2,GRASP_Inicial,2265,1705,56,0.978531,Yes
9I2,HillClimbing,4017,3457,56,0.449564,Yes
9I2,VND,4155,3565,59,0.755480,Yes
9I3,GRASP_Inicial,2143,1603,54,0.902324,Yes
9I3,HillClimbing,4408,3868,54,0.607915,Yes
9I3,VND,4121,3511,61,0.437676,Yes
9I4,GRASP_Inicial,1870,1380,49,0.865011,Yes
9I4,HillClimbing,4580,4090,49,0.553446,Yes
9I4,VND,4412,3852,56,0.527084,Yes
9I5,GRASP_Inicial,2051,1521,53,0.893251,Yes
9I5,HillClimbing,4304,3774,53,0.540714,Yes
9I5,VND,4641,4061,58,0.773376,Yes
