Instance,Method,Profit,Weight,NumItems,Time,Feasible
6I4,ILS,6535,5665,87,8.465655,Yes
6I4,VNS,6289,5439,85,23.001410,Yes
6I5,GRASP_Inicial,3180,2460,72,1.642082,Yes
6I5,ILS,6969,6109,86,7.728705,Yes
6I5,VNS,7057,6197,86,17.879184,Yes
7I1,GRASP_Inicial,2845,2175,67,1.438761,Yes
7I1,ILS,5683,4893,79,8.010508,Yes
7I1,VNS,5764,4994,77,18.671618,Yes
7I2,GRASP_Inicial,2494,1854,64,1.314648,Yes
7I2,ILS,5529,4819,71,6.900007,Yes
7I2,VNS,5615,4905,71,16.684806,Yes
7I3,GRASP_Inicial,2291,1661,63,1.256009,Yes
7I3,ILS,5836,5146,69,4.813999,Yes
7I3,VNS,5876,5176,70,13.294968,Yes
7I4,GRASP_Inicial,2455,1765,69,1.394638,Yes
7I4,ILS,5452,4712,74,6.326233,Yes
7I4,VNS,5592,4852,74,16.184035,Yes
7I5,GRASP_Inicial,2711,2071,64,1.264385,Yes
7I5,ILS,5643,4943,70,6.301723,Yes
7I5,VNS,5794,5074,72,15.436237,Yes
8I1,GRASP_Inicial,2386,1776,61,1.163610,Yes
8I1,ILS,5146,4496,65,4.986986,Yes
8I1,VNS,5151,4501,65,11.633409,Yes
8I2,GRASP_Inicial,2291,1691,60,1.137048,Yes
8I2,ILS,4976,4356,62,4.918152,Yes
8I2,VNS,4995,4335,66,13.750916,Yes
8I3,GRASP_Inicial,2151,1571,58,1.118933,Yes
8I3,ILS,5022,4372,65,4.170391,Yes
8I3,VNS,5053,4403,65,12.642155,Yes
8I4,GRASP_Inicial,2100,1510,59,0.975524,Yes
8I4,ILS,4559,3899,66,5.334447,Yes
8I4,VNS,5155,4485,67,12.444066,Yes
8I5,GRASP_Inicial,2160,1580,58,1.027884,Yes
8I5,ILS,5311,4671,64,4.299407,Yes
8I5,VNS,5305,4665,64,10.725307,Yes
9I1,GRASP_Inicial,2181,1621,56,0.908060,Yes
9I1,ILS,4899,4279,62,4.134569,Yes
9I1,VNS,4535,3945,59,10.772107,Yes
9I2,GRASP_Inicial,2265,1705,56,0.983720,Yes
9I2,ILS,4259,3659,60,4.756589,Yes
9I2,VNS,4542,3952,59,10.700476,Yes
9I3,GRASP_Inicial,2143,1603,54,0.900591,Yes
9I3,ILS,4641,4001,64,4.622659,Yes
9I3,VNS,4477,3887,59,10.988110,Yes
9I4,GRASP_Inicial,1870,1380,49,0.846311,Yes
9I4,ILS,4653,4083,57,3.085683,Yes
9I4,VNS,5192,4592,60,8.981568,Yes
9I5,GRASP_Inicial,2051,1521,53,0.893241,Yes
9I5,ILS,5080,4480,60,3.580014,Yes
9I5,VNS,4987,4347,64,10.579328,Yes
