Instance,Method,Profit,Weight,NumItems,Time,Feasible
11I1.txt,GRASP_Inicial,15604,14494,111,8.193518,Yes
11I1.txt,ILS,33873,32613,126,44.210619,Yes
11I1.txt,VNS,33873,32613,126,106.793013,Yes
11I2.txt,GRASP_Inicial,15712,14632,108,8.095391,Yes
11I2.txt,ILS,36177,34957,122,33.791225,Yes
11I2.txt,VNS,36566,35356,121,79.427128,Yes
11I3.txt,GRASP_Inicial,16181,15051,113,8.364306,Yes
11I3.txt,ILS,32818,31618,120,38.980633,Yes
11I3.txt,VNS,34918,33728,119,89.045844,Yes
11I4.txt,GRASP_Inicial,16653,15533,112,8.094689,Yes
11I4.txt,ILS,35297,34057,124,37.948140,Yes
11I4.txt,VNS,34188,32938,125,102.457770,Yes
11I5.txt,GRASP_Inicial,17310,16210,110,8.655519,Yes
11I5.txt,ILS,36090,34870,122,42.505253,Yes
11I5.txt,VNS,35946,34696,125,108.430500,Yes
12I1.txt,GRASP_Inicial,8268,7628,64,2.832019,Yes
12I1.txt,ILS,21118,20448,67,7.825251,Yes
12I1.txt,VNS,21710,20990,72,24.324410,Yes
12I2.txt,GRASP_Inicial,8364,7724,64,2.720340,Yes
12I2.txt,ILS,20959,20239,72,9.605054,Yes
12I2.txt,VNS,21071,20351,72,27.166956,Yes
12I3.txt,GRASP_Inicial,8121,7471,65,2.927151,Yes
12I3.txt,ILS,20040,19320,72,9.108391,Yes
12I3.txt,VNS,20817,20087,73,21.935273,Yes
12I4.txt,GRASP_Inicial,8467,7867,60,2.807214,Yes
12I4.txt,ILS,21142,20452,69,8.436167,Yes
12I4.txt,VNS,21966,21276,69,20.428193,Yes
12I5.txt,GRASP_Inicial,8699,8079,62,2.779958,Yes
12I5.txt,ILS,21074,20384,69,8.630727,Yes
12I5.txt,VNS,21960,21230,73,22.364636,Yes
13I1.txt,GRASP_Inicial,5907,5437,47,1.444397,Yes
13I1.txt,ILS,15339,14839,50,3.934732,Yes
13I1.txt,VNS,15034,14544,49,10.585084,Yes
13I2.txt,GRASP_Inicial,6651,6201,45,1.550169,Yes
13I2.txt,ILS,14789,14279,51,4.369057,Yes
13I2.txt,VNS,15549,15039,51,10.488992,Yes
13I3.txt,GRASP_Inicial,5864,5414,45,1.455502,Yes
13I3.txt,ILS,14942,14462,48,3.277109,Yes
13I3.txt,VNS,15344,14834,51,9.912803,Yes
13I4.txt,GRASP_Inicial,5929,5469,46,1.457561,Yes
13I4.txt,ILS,16031,15521,51,4.438647,Yes
13I4.txt,VNS,15811,15301,51,10.511643,Yes
13I5.txt,GRASP_Inicial,5810,5330,48,1.383544,Yes
13I5.txt,ILS,13789,13289,50,4.681466,Yes
13I5.txt,VNS,14763,14233,53,11.624544,Yes
14I1.txt,GRASP_Inicial,4392,4022,37,0.948397,Yes
14I1.txt,ILS,11225,10845,38,2.719689,Yes
14I1.txt,VNS,11600,11210,39,5.778144,Yes
14I2.txt,GRASP_Inicial,4620,4270,35,0.974476,Yes
14I2.txt,ILS,11938,11578,36,2.225898,Yes
14I2.txt,VNS,11866,11486,38,5.377800,Yes
14I3.txt,GRASP_Inicial,4755,4395,36,0.979349,Yes
14I3.txt,ILS,11688,11288,40,2.499527,Yes
14I3.txt,VNS,11547,11147,40,6.683006,Yes
14I4.txt,GRASP_Inicial,4432,4092,34,0.943437,Yes
14I4.txt,ILS,11673,11303,37,2.268359,Yes
14I4.txt,VNS,11848,11458,39,6.164230,Yes
14I5.txt,GRASP_Inicial,4435,4095,34,0.937498,Yes
14I5.txt,ILS,11124,10744,38,2.277744,Yes
14I5.txt,VNS,12508,12118,39,5.867031,Yes
15I1.txt,GRASP_Inicial,3294,3004,29,0.633576,Yes
15I1.txt,ILS,8929,8609,32,1.722869,Yes
15I1.txt,VNS,9459,9129,33,4.595191,Yes
15I2.txt,GRASP_Inicial,3432,3152,28,0.660965,Yes
15I2.txt,ILS,8589,8269,32,2.055083,Yes
15I2.txt,VNS,9673,9343,33,4.814759,Yes
15I3.txt,GRASP_Inicial,3948,3648,30,0.665345,Yes
15I3.txt,ILS,9647,9327,32,1.531036,Yes
15I3.txt,VNS,11031,10701,33,3.807604,Yes
15I4.txt,GRASP_Inicial,3945,3625,32,0.681819,Yes
15I4.txt,ILS,9246,8926,32,1.670999,Yes
15I4.txt,VNS,10450,10120,33,4.130100,Yes
15I5.txt,GRASP_Inicial,3737,3447,29,0.625520,Yes
15I5.txt,ILS,9596,9266,33,1.706355,Yes
15I5.txt,VNS,9735,9405,33,4.498531,Yes
16I1.txt,GRASP_Inicial,15419,14289,113,12.851768,Yes
16I1.txt,ILS,37003,35673,133,80.960738,Yes
16I1.txt,VNS,37258,35948,131,176.593874,Yes
16I2.txt,GRASP_Inicial,16807,15647,116,12.605921,Yes
16I2.txt,ILS,38085,36735,135,79.553256,Yes
16I2.txt,VNS,37924,36594,133,223.173012,Yes
16I3.txt,GRASP_Inicial,16274,15084,119,13.217595,Yes
16I3.txt,ILS,39696,38396,130,61.816306,Yes
16I3.txt,VNS,38259,36989,127,122.672316,Yes
16I4.txt,GRASP_Inicial,16807,15617,119,12.592678,Yes
16I4.txt,ILS,37140,35820,132,76.076941,Yes
16I4.txt,VNS,39319,37939,138,185.699148,Yes
16I5.txt,GRASP_Inicial,13845,12705,114,12.510453,Yes
16I5.txt,ILS,36014,34704,131,72.887264,Yes
16I5.txt,VNS,36014,34704,131,169.898874,Yes
17I1.txt,GRASP_Inicial,8564,7884,68,4.052543,Yes
17I1.txt,ILS,21925,21185,74,17.072946,Yes
17I1.txt,VNS,21042,20272,77,50.285607,Yes
17I2.txt,GRASP_Inicial,6981,6341,64,4.117265,Yes
17I2.txt,ILS,23736,22976,76,15.873590,Yes
17I2.txt,VNS,23794,23064,73,29.207353,Yes
17I3.txt,GRASP_Inicial,8715,8015,70,4.316792,Yes
17I3.txt,ILS,21924,21164,76,16.363742,Yes
17I3.txt,VNS,21384,20624,76,42.335381,Yes
17I4.txt,GRASP_Inicial,9438,8708,73,4.245215,Yes
17I4.txt,ILS,21194,20444,75,15.535667,Yes
17I4.txt,VNS,20999,20269,73,36.859315,Yes
17I5.txt,GRASP_Inicial,8006,7356,65,4.287490,Yes
17I5.txt,ILS,20704,19944,76,17.256618,Yes
17I5.txt,VNS,21580,20810,77,42.772510,Yes
18I1.txt,GRASP_Inicial,5459,4979,48,2.315597,Yes
18I1.txt,ILS,15704,15174,53,6.707655,Yes
18I1.txt,VNS,14849,14289,56,20.707379,Yes
18I2.txt,GRASP_Inicial,5488,4998,49,2.159299,Yes
18I2.txt,ILS,15987,15477,51,6.649940,Yes
18I2.txt,VNS,16181,15651,53,17.840866,Yes
